"ILCE","MAHALLE","MAH_CD_SK_SAYISI","ILCE_CDSK_SAYI","YAPI","EK_BINA","GECICI","INSAAT","ISYERI_SAYISI","KAMU_ISYERI","KONUT","NUFUS","OZEL_ISYERI","YAZLIK_MEVSIMLIK"
"MERAM","BOYALI","16","6,146","39","0","0","5","13","3","57","128","12","62"
"MERAM","CARIKLAR","268","6,146","404","0","7","621","43","13","459","1,126","59","95"
"MERAM","CAYBASI","61","6,146","736","0","1","8","536","25","2,721","9,006","445","0"
"MERAM","CAYIRBAGI","70","6,146","1,123","0","1","24","71","9","1,334","2,386","77","468"
"MERAM","COMAKLAR","14","6,146","127","0","0","0","1","3","136","155","5","21"
"MERAM","COMAKLI","124","6,146","633","0","4","276","577","17","1,025","2,077","797","117"
"MERAM","CUKURCIMEN","11","6,146","211","0","0","1","3","5","213","312","5","14"
"MERAM","DERE","96","6,146","1,505","1","0","26","140","37","1,681","3,775","147","172"
"MERAM","DURUNDAY","114","6,146","1,215","0","5","160","84","23","1,469","3,192","48","54"
"MERAM","ERENKAYA","15","6,146","168","0","0","5","11","6","184","234","28","41"
"MERAM","EVLIYATEKKE","6","6,146","59","0","0","1","","2","60","162","8","15"
"MERAM","GODENE","188","6,146","1,069","0","2","117","172","28","6,617","15,481","150","696"
"MERAM","HADIMI","124","6,146","2,367","0","2","31","270","20","3,701","12,100","254","2"
"MERAM","HARMANCIK","193","6,146","2,370","0","5","120","185","20","3,355","9,902","122","234"
"MERAM","HASANSEYH","23","6,146","340","0","0","2","4","5","345","216","20","14"
"MERAM","HATIP","174","6,146","1,347","0","3","204","72","11","2,040","3,394","73","289"
"MERAM","HATUNSARAY","75","6,146","411","0","0","45","72","12","457","608","154","106"
"MERAM","HAVZAN","93","6,146","872","1","0","21","545","38","6,802","21,133","427","0"
"MERAM","IKIPINAR","9","6,146","80","0","0","1","","2","82","105","2","7"
"MERAM","INLICE","60","6,146","444","0","0","10","28","14","463","763","43","22"
"MERAM","KARAAGAC","15","6,146","72","0","0","2","5","3","78","160","9","13"
"MERAM","KARADIGIN","64","6,146","604","1","0","13","26","9","649","2,013","26","121"
"MERAM","KARADIGINDERESI","35","6,146","163","0","0","10","6","4","173","440","7","50"
"MERAM","KARAHUYUK","223","6,146","2,592","1","3","235","208","28","3,923","6,646","177","1,605"
"MERAM","KASINHANI","116","6,146","1,064","1","2","120","337","18","1,263","3,913","335","38"
"MERAM","KAVAK","54","6,146","332","0","0","40","21","13","367","1,022","49","78"
"MERAM","KAYADIBI","15","6,146","83","0","0","2","2","3","95","159","11","31"
"MERAM","KAYALI","25","6,146","179","0","0","9","13","9","187","389","20","24"
"MERAM","KAYIHUYUK","28","6,146","204","0","0","8","4","3","230","455","32","42"
"MERAM","KIZILOREN","58","6,146","671","1","0","46","78","18","750","888","114","161"
"MERAM","KILISTRA","28","6,146","273","0","0","7","10","13","285","538","26","20"
"MERAM","KONEVI","41","6,146","516","1","1","11","426","66","3,905","9,730","353","1"
"MERAM","KOVANAGZI","210","6,146","2,970","0","16","103","161","27","4,504","14,984","138","6"
"MERAM","KOZAGAC","108","6,146","1,159","0","1","244","59","19","1,905","3,842","53","122"
"MERAM","KOYCEGIZ","68","6,146","701","0","3","74","182","25","2,109","3,543","145","9"
"MERAM","KUMRALI","13","6,146","34","0","0","2","","1","34","70","2","0"
"MERAM","LALEBAHCE","198","6,146","1,868","0","4","144","105","26","2,436","6,649","77","70"
"MERAM","MELIKSAH","109","6,146","1,160","2","2","74","392","40","4,752","12,497","304","1"
"MERAM","OSMAN GAZI","123","6,146","1,173","0","0","52","102","16","1,850","5,400","101","21"
"MERAM","PAMUKCU","30","6,146","186","0","0","15","21","4","228","324","15","99"
"MERAM","PIREBI","115","6,146","1,458","1","1","45","444","39","4,042","12,589","432","1"
"MERAM","SADIKLAR","9","6,146","101","0","0","0","2","3","105","150","5","7"
"MERAM","SAGLIK","56","6,146","483","0","0","16","36","12","524","475","61","98"
"MERAM","SAHIBATA","157","6,146","977","0","0","191","5,251","68","4,463","13,782","3,432","1"
"MERAM","SARIKIZ","15","6,146","65","0","0","7","6","3","65","130","11","13"
"MERAM","SEFAKOY","55","6,146","706","0","0","38","33","13","771","2,523","49","133"
"MERAM","ULUGBEY","52","6,146","806","0","0","51","64","10","1,538","5,330","59","2"
"MERAM","ULUIRMAK","122","6,146","1,827","0","1","19","302","33","4,395","13,346","310","2"
"MERAM","UZUNHARMANLAR","183","6,146","3,575","0","62","6","255","24","5,261","16,728","263","2"
"MERAM","YAKA","152","6,146","1,448","0","20","75","169","40","1,888","4,664","125","29"
"MERAM","YATAGAN","12","6,146","120","0","0","0","3","6","122","151","4","5"
"MERAM","YAYLAPINAR","259","6,146","3,262","1","2","33","368","61","4,178","12,603","362","54"
"MERAM","YENIBAHCE","84","6,146","425","0","1","35","18","3","558","1,412","23","147"
"MERAM","YENISEHIR","124","6,146","1,670","0","37","106","382","21","5,153","13,978","337","5"
"MERAM","YESILDERE","22","6,146","276","0","0","5","4","7","278","508","6","44"
"MERAM","YESILTEKKE","17","6,146","279","0","0","4","4","8","284","628","13","11"
"SARAYONU","BAHCESARAY","26","1,455","256","0","0","29","3","5","293","525","18","2"
"SARAYONU","BASHUYUK","95","1,455","452","0","0","74","36","12","568","616","92","0"
"SARAYONU","BATI ISTASYON","41","1,455","669","0","0","23","160","15","875","1,711","178","0"
"SARAYONU","BOYALI","35","1,455","285","0","0","6","9","7","293","299","11","0"
"SARAYONU","BUYUKZENGI","16","1,455","42","0","0","17","2","4","56","98","7","0"
"SARAYONU","CESMELISEBIL","117","1,455","659","0","0","14","89","13","715","934","132","1"
"SARAYONU","DEGIRMENLI","13","1,455","47","0","0","0","","2","48","73","5","0"
"SARAYONU","DOGU ISTASYON","23","1,455","248","0","0","16","182","13","462","817","192","0"
"SARAYONU","ERTUGRUL","18","1,455","114","0","0","1","7","4","133","186","11","1"
"SARAYONU","FATIH","58","1,455","535","0","0","5","57","18","596","1,261","80","0"
"SARAYONU","GOZLU","112","1,455","537","0","0","50","14","35","621","1,240","76","0"
"SARAYONU","HATIP","50","1,455","328","0","0","13","8","10","347","856","9","0"
"SARAYONU","INLI","13","1,455","125","0","0","18","5","1","151","329","9","0"
"SARAYONU","KADIOGLU","96","1,455","581","0","0","6","17","7","640","833","53","0"
"SARAYONU","KARABIYIK","47","1,455","261","0","0","4","3","2","270","299","16","2"
"SARAYONU","KARATEPE","45","1,455","334","0","0","17","13","4","370","314","41","0"
"SARAYONU","KAYIOREN","16","1,455","112","0","0","1","","2","115","127","4","0"
"SARAYONU","KONAR","24","1,455","90","0","0","11","2","4","102","123","15","0"
"SARAYONU","KURSUNLU","71","1,455","423","0","0","26","31","16","589","1,043","97","3"
"SARAYONU","KUYULUSEBIL","46","1,455","232","0","0","9","6","6","257","352","24","0"
"SARAYONU","LADIK","352","1,455","2,755","0","0","278","520","59","4,465","10,159","691","2"
"SARAYONU","OZKENT","47","1,455","317","0","0","13","10","10","368","723","83","0"
"SARAYONU","SARAC","67","1,455","453","0","0","56","45","18","1,922","3,656","71","0"
"SARAYONU","SELIMIYE","16","1,455","99","0","0","32","3","1","137","188","8","0"
"SARAYONU","YENICEKAYA","36","1,455","222","0","0","20","9","6","239","559","25","0"
"SARAYONU","YUKARI","77","1,455","412","0","0","96","241","18","584","957","281","0"
"SELCUKLU","AKADEMI","36","5,128","118","0","1","289","212","97","1,212","293","41","13"
"SELCUKLU","AKINCILAR","78","5,128","838","0","0","2","371","19","3,357","10,704","406","0"
"SELCUKLU","AKPINAR","26","5,128","363","0","0","8","5","7","377","330","15","49"
"SELCUKLU","AKSEMSETTIN","144","5,128","1,467","0","0","77","552","17","7,274","24,201","535","3"
"SELCUKLU","ARDICLI","57","5,128","126","0","0","17","12","3","146","95","21","47"
"SELCUKLU","ASAGIPINARBASI","66","5,128","296","0","2","68","56","15","353","690","80","106"
"SELCUKLU","AYDINLIKEVLER","68","5,128","1,324","0","1","11","260","13","4,470","13,144","295","1"
"SELCUKLU","BAGRIKURT","25","5,128","150","0","0","9","23","9","174","252","38","32"
"SELCUKLU","BASARAKAVAK","55","5,128","665","0","0","38","50","10","731","1,192","75","128"
"SELCUKLU","BEDIR","57","5,128","570","0","1","7","603","13","4,435","13,388","453","0"
"SELCUKLU","BEYHEKIM","80","5,128","765","0","1","237","489","60","10,078","24,471","421","21"
"SELCUKLU","BICER","16","5,128","73","0","0","4","3","4","75","93","13","6"
"SELCUKLU","BILECIK","35","5,128","366","0","0","16","6","7","312","373","5","30"
"SELCUKLU","BINKONUTLAR","80","5,128","654","0","0","0","122","22","6,259","17,867","97","0"
"SELCUKLU","BOSNA HERSEK","124","5,128","1,255","0","1","120","858","50","15,559","38,293","764","0"
"SELCUKLU","BUHARA","160","5,128","2,057","0","1","319","548","15","6,344","19,993","590","21"
"SELCUKLU","BUYUKKAYACIK","129","5,128","221","1","1","358","1,091","44","254","599","977","17"
"SELCUKLU","CUMHURIYET","48","5,128","555","0","0","2","51","11","3,129","9,623","48","0"
"SELCUKLU","CALDERE","36","5,128","202","0","0","5","15","4","201","318","38","17"
"SELCUKLU","CALTI","56","5,128","252","0","0","31","10","5","268","377","23","51"
"SELCUKLU","CANDIR","15","5,128","32","0","0","4","8","2","38","57","12","13"
"SELCUKLU","DAGDERE","33","5,128","254","0","0","20","12","7","267","426","20","80"
"SELCUKLU","DOKUZ","19","5,128","59","0","1","7","16","12","67","119","15","12"
"SELCUKLU","DUMLUPINAR","80","5,128","763","0","0","26","215","29","4,353","13,478","184","0"
"SELCUKLU","EGRIBAYAT","55","5,128","250","0","2","43","26","8","257","367","88","89"
"SELCUKLU","ERENKOY","227","5,128","2,603","0","2","159","139","21","4,772","13,209","129","182"
"SELCUKLU","ESENLER","117","5,128","2,124","0","0","16","355","17","4,256","13,780","314","1"
"SELCUKLU","FATIH","116","5,128","330","1","0","18","4,015","26","3,451","10,257","3,675","0"
"SELCUKLU","FERHUNIYE","38","5,128","251","0","3","13","1,102","54","1,786","4,789","537","0"
"SELCUKLU","FERITPASA","51","5,128","365","0","5","5","1,735","25","5,350","14,767","988","1"
"SELCUKLU","GUVENC","43","5,128","190","0","0","42","13","5","172","348","39","32"
"SELCUKLU","HACIKAYMAK","36","5,128","258","1","1","21","455","11","3,876","10,907","422","0"
"SELCUKLU","HANAYBASI","133","5,128","1,852","2","0","105","269","43","5,607","17,606","296","15"
"SELCUKLU","HOCACIHAN","127","5,128","1,566","0","1","227","382","21","5,568","15,700","369","9"
"SELCUKLU","HOROZLUHAN","275","5,128","78","17","5","191","8,216","77","319","738","8,250","2"
"SELCUKLU","HUSAMETTIN CELEBI","106","5,128","1,243","0","0","34","433","24","5,752","17,882","311","0"
"SELCUKLU","ISIKLAR","64","5,128","750","0","0","9","738","19","6,258","19,218","531","1"
"SELCUKLU","IHSANIYE","60","5,128","595","1","3","22","1,566","38","4,170","10,792","700","0"
"SELCUKLU","KALEKOY","20","5,128","111","0","0","3","12","2","108","235","13","20"
"SELCUKLU","KARAOMERLER","28","5,128","101","0","0","25","36","5","96","296","40","18"
"SELCUKLU","KERVAN","16","5,128","65","0","0","3","6","1","63","98","22","3"
"SELCUKLU","KILINCARSLAN","70","5,128","474","0","0","82","659","21","7,696","21,877","571","0"
"SELCUKLU","KINIK","12","5,128","49","0","0","1","1","3","51","85","3","2"
"SELCUKLU","KIZILCAKUYU","20","5,128","83","1","0","1","1","4","88","185","15","21"
"SELCUKLU","KOSOVA","132","5,128","1,002","0","0","290","700","32","11,911","29,930","507","2"
"SELCUKLU","KUCUKMUHSINE","29","5,128","227","0","0","1","28","5","239","211","10","40"
"SELCUKLU","MALAZGIRT","71","5,128","531","2","0","6","207","18","4,791","14,652","116","0"
"SELCUKLU","MEHMET AKIF","169","5,128","1,717","0","0","35","557","24","9,350","29,393","362","5"
"SELCUKLU","MEYDANKOY","34","5,128","215","0","0","10","34","8","218","213","41","21"
"SELCUKLU","MUSALLA BAGLARI","113","5,128","169","0","5","35","3,931","19","2,286","6,136","3,021","1"
"SELCUKLU","NISANTAS","45","5,128","323","1","2","4","3,702","21","4,630","12,394","1,377","0"
"SELCUKLU","PARSANA","121","5,128","831","0","5","228","410","24","7,114","19,582","386","32"
"SELCUKLU","SAKARYA","100","5,128","1,095","1","1","13","299","19","4,709","14,791","156","2"
"SELCUKLU","SALAHATTIN","18","5,128","103","0","0","2","2","2","108","227","4","7"
"SELCUKLU","SANCAK","123","5,128","1,042","0","1","248","763","32","11,564","36,822","471","3"
"SELCUKLU","SARAYKOY","41","5,128","341","0","3","6","13","5","436","615","23","145"
"SELCUKLU","SARICALAR","11","5,128","65","0","0","11","19","3","24","136","21","10"
"SELCUKLU","SELAHADDINI EYYUBI","222","5,128","1,326","0","22","405","424","17","7,825","18,902","412","185"
"SELCUKLU","SELCUK","51","5,128","281","0","1","71","343","7","3,866","9,288","260","1"
"SELCUKLU","SIZMA","103","5,128","918","0","0","145","30","17","1,052","2,297","44","230"
"SELCUKLU","SILLE","50","5,128","558","0","3","22","70","46","614","1,298","67","63"
"SELCUKLU","SILLE AK","154","5,128","1,197","0","17","310","97","10","2,707","6,011","93","172"
"SELCUKLU","SULUTAS","44","5,128","421","0","1","13","6","6","525","306","9","217"
"SELCUKLU","SEKER","81","5,128","664","0","0","77","496","17","6,181","17,498","501","2"
"SELCUKLU","SEYH SAMIL","64","5,128","323","0","3","3","462","17","5,405","17,559","272","0"
"SELCUKLU","TATKOY","70","5,128","666","0","5","16","34","6","769","1,477","31","171"
"SELCUKLU","TEPEKENT","78","5,128","1,150","0","0","40","94","18","1,239","4,239","121","55"
"SELCUKLU","TOMEK","40","5,128","120","0","1","6","49","3","125","155","56","35"
"SELCUKLU","ULUMUHSINE","11","5,128","70","0","0","2","3","2","79","77","11","15"
"SELCUKLU","YAZIBELEN","50","5,128","209","0","0","47","14","9","236","320","88","42"
"SELCUKLU","YAZIR","171","5,128","1,414","0","6","337","1,867","88","21,766","63,419","1,221","14"
"SELCUKLU","YUKARIPINARBASI","66","5,128","312","0","4","30","17","4","356","699","27","69"
"SEYDISEHIR","AKCALAR","66","2,042","420","0","0","26","18","14","527","572","47","42"
"SEYDISEHIR","AKTAS","62","2,042","277","0","0","13","11","4","409","561","20","28"
"SEYDISEHIR","ALAYLAR BIR","53","2,042","584","0","0","18","134","41","2,689","6,576","207","3"
"SEYDISEHIR","ALAYLAR IKI","61","2,042","346","0","0","82","380","18","2,282","5,020","556","1"
"SEYDISEHIR","ANABAGLAR","34","2,042","234","0","0","5","159","13","325","276","189","51"
"SEYDISEHIR","ASAGIKARAOREN","26","2,042","143","0","0","2","3","3","187","294","19","21"
"SEYDISEHIR","BAHCELIEVLER","44","2,042","260","0","0","58","12","5","331","544","14","7"
"SEYDISEHIR","BASKARAOREN","30","2,042","95","0","0","14","2","2","131","247","22","0"
"SEYDISEHIR","BOSTANDERE","50","2,042","532","0","0","4","27","13","621","966","52","40"
"SEYDISEHIR","BOYALI","36","2,042","278","0","0","0","6","6","319","437","20","6"
"SEYDISEHIR","BUKCE","5","2,042","22","0","0","0","","2","24","18","0","0"
"SEYDISEHIR","CAT","9","2,042","19","0","0","1","","2","23","44","1","3"
"SEYDISEHIR","CATMAKAYA","39","2,042","265","0","0","3","10","13","411","399","14","154"
"SEYDISEHIR","CAVUS","46","2,042","317","0","0","5","2","12","365","647","17","19"
"SEYDISEHIR","DEGIRMENCI","57","2,042","442","0","0","36","19","3","619","1,135","44","17"
"SEYDISEHIR","DIKILITAS","30","2,042","173","0","0","1","6","6","227","588","18","43"
"SEYDISEHIR","GEVREKLI","88","2,042","674","0","0","38","78","17","877","1,442","132","39"
"SEYDISEHIR","GOKCEHUYUK","47","2,042","212","0","0","6","9","12","297","315","24","59"
"SEYDISEHIR","GOKHUYUK","21","2,042","233","0","0","13","3","8","288","519","7","2"
"SEYDISEHIR","GOLYUZU","14","2,042","111","0","0","8","5","7","131","261","5","4"
"SEYDISEHIR","HACISEYITALI","51","2,042","561","0","0","17","795","20","3,361","7,121","1,050","2"
"SEYDISEHIR","IRMAKLI","15","2,042","77","0","0","0","","3","86","103","1","3"
"SEYDISEHIR","INCESU","34","2,042","246","0","0","2","5","7","303","553","22","24"
"SEYDISEHIR","KARABULAK","22","2,042","93","0","0","4","6","8","134","130","18","15"
"SEYDISEHIR","KARACAOREN","17","2,042","177","0","0","23","11","9","183","208","15","3"
"SEYDISEHIR","KARAKAVAK","87","2,042","581","0","0","18","21","14","867","1,768","28","22"
"SEYDISEHIR","KAVAK","37","2,042","197","0","0","34","13","5","250","454","18","8"
"SEYDISEHIR","KESECIK","45","2,042","645","0","0","13","49","20","732","1,105","73","32"
"SEYDISEHIR","KETENLI","52","2,042","419","0","0","5","28","24","503","1,555","59","49"
"SEYDISEHIR","KIZILCA","30","2,042","173","0","0","3","2","5","186","233","13","1"
"SEYDISEHIR","KIZILCALAR","61","2,042","715","0","0","38","87","21","3,794","9,392","116","1"
"SEYDISEHIR","KOZLU","24","2,042","175","0","0","2","5","5","201","230","14","23"
"SEYDISEHIR","KUMLUCA","21","2,042","201","0","0","1","4","4","209","540","9","4"
"SEYDISEHIR","KURAN","26","2,042","149","0","0","2","3","7","171","455","12","6"
"SEYDISEHIR","MADENLI","23","2,042","132","0","0","2","22","9","195","130","36","50"
"SEYDISEHIR","MESUDIYE","12","2,042","82","0","0","1","3","5","85","324","4","1"
"SEYDISEHIR","MURADIYE","15","2,042","69","0","0","0","","4","83","159","5","6"
"SEYDISEHIR","OGLAKCI","10","2,042","42","0","0","0","","2","43","104","2","1"
"SEYDISEHIR","ORTAKARAOREN","148","2,042","1,295","0","0","21","214","26","1,690","2,712","261","9"
"SEYDISEHIR","PINARBASI","80","2,042","579","0","0","16","28","11","2,116","3,168","37","61"
"SEYDISEHIR","SAADETLER","67","2,042","387","0","0","11","14","20","459","891","19","9"
"SEYDISEHIR","SARAYCIK","12","2,042","74","0","0","2","2","3","81","102","4","1"
"SEYDISEHIR","SEYITHARUN","35","2,042","298","0","0","3","48","4","593","1,134","61","1"
"SEYDISEHIR","SOFUHANE","24","2,042","188","0","0","6","111","2","595","1,160","182","0"
"SEYDISEHIR","STAT","74","2,042","530","0","0","10","155","21","752","1,032","172","14"
"SEYDISEHIR","SUSUZ","16","2,042","160","0","0","1","10","4","176","295","13","11"
"SEYDISEHIR","TARASCI","78","2,042","874","0","0","31","59","19","1,078","2,122","76","40"
"SEYDISEHIR","TASAGIL","28","2,042","190","0","0","54","13","3","282","269","16","31"
"SEYDISEHIR","TEPECIK","21","2,042","238","0","0","3","7","6","253","296","31","7"
"SEYDISEHIR","TOL","26","2,042","129","0","0","4","1","5","174","313","10","29"
"SEYDISEHIR","UFACIK","7","2,042","27","0","0","1","","2","32","44","3","4"
"SEYDISEHIR","ULUKAPI","105","2,042","1,024","0","0","65","287","18","2,415","4,306","383","61"
"SEYDISEHIR","YAYLACIK","27","2,042","162","0","0","3","3","8","188","460","10","21"
"SEYDISEHIR","YENICAMI","88","2,042","806","0","0","26","34","5","1,633","2,767","45","40"
"SEYDISEHIR","YENICE","21","2,042","112","0","0","7","1","4","126","98","4","1"
"TASKENT","AFSAR TEPECIK","47","337","420","0","0","2","36","8","453","583","61","6"
"TASKENT","AFSAR YUKARI","43","337","313","0","0","11","14","13","351","445","44","5"
"TASKENT","BALCILAR ORTA","43","337","460","0","0","6","20","17","489","576","32","13"
"TASKENT","BALCILAR VELILER","17","337","396","0","0","0","22","18","403","633","41","0"
"TASKENT","BALCILAR YUKARI","36","337","414","0","0","2","12","12","426","622","26","3"
"TASKENT","BEKTAS","35","337","302","0","0","37","23","11","326","438","35","0"
"TASKENT","BOLAY","32","337","374","0","0","2","9","15","375","409","15","0"
"TASKENT","CETMI COMESPINAR","26","337","370","0","0","10","20","15","394","484","23","0"
"TASKENT","CETMI YENI","37","337","456","0","0","30","20","15","504","510","27","6"
"TASKENT","HIRA","13","337","162","0","0","13","31","13","303","488","42","0"
"TASKENT","ILICAPINAR","24","337","271","0","0","3","8","15","276","239","13","4"
"TASKENT","KECIMEN","13","337","108","0","0","0","","1","107","52","1","0"
"TASKENT","KONGUL","10","337","150","0","0","0","","4","150","122","2","0"
"TASKENT","SAZAK","8","337","46","0","0","0","","2","46","46","2","0"
"TASKENT","SIHLAR","14","337","129","0","0","6","35","28","206","319","49","2"
"TUZLUKCU","ASAGI","87","509","527","0","0","40","53","8","584","966","65","0"
"TUZLUKCU","COGURLU","36","509","73","0","0","1","1","4","72","94","2","0"
"TUZLUKCU","ERDOGDU","38","509","265","0","0","0","17","11","280","244","25","0"
"TUZLUKCU","GURSU","24","509","66","0","0","0","4","6","66","166","4","0"
"TUZLUKCU","KONARI","30","509","255","0","0","1","4","8","256","594","6","0"
"TUZLUKCU","KORASI","32","509","371","0","0","1","9","5","373","784","13","0"
"TUZLUKCU","KOKLUCE","36","509","181","0","0","0","4","5","183","244","9","0"
"TUZLUKCU","KUNDULLU","41","509","278","0","0","5","7","9","280","346","7","0"
"TUZLUKCU","MEVLUTLU","32","509","209","0","0","6","15","8","215","224","15","0"
"TUZLUKCU","ORTA","52","509","330","0","0","8","25","22","375","686","25","0"
"TUZLUKCU","PAZAR","59","509","441","0","0","8","96","14","484","795","123","0"
"TUZLUKCU","PAZARKAYA","30","509","136","0","0","8","6","6","140","141","17","0"
"TUZLUKCU","SUBATAN","33","509","61","0","0","0","","3","63","101","4","0"
"TUZLUKCU","TURSUNLU","20","509","101","0","0","2","5","3","101","136","5","0"
"TUZLUKCU","YUKARI","62","509","462","0","0","29","8","15","473","990","11","0"
"YALIHUYUK","ARASOGUT","12","81","70","0","0","1","2","3","76","120","0","1"
"YALIHUYUK","ASAGI","39","81","448","0","0","16","36","18","552","761","49","0"
"YALIHUYUK","SARAYKOY","7","81","29","0","0","0","","3","33","54","0","4"
"YALIHUYUK","YUKARI","39","81","393","0","0","2","38","23","462","651","48","1"
"YUNAK","ALTINOZ","19","1,276","93","0","0","7","1","2","100","213","47","0"
"YUNAK","AYRITEPE","18","1,276","67","0","0","1","3","3","67","88","2","0"
"YUNAK","BESISIKLI","22","1,276","86","0","0","3","2","4","89","76","2","3"
"YUNAK","BOGRUDELIK","25","1,276","161","0","0","0","16","8","161","368","22","0"
"YUNAK","CEBRAIL","17","1,276","116","0","0","0","2","5","118","92","3","0"
"YUNAK","CAYIRBASI","37","1,276","278","0","0","13","5","12","283","335","4","0"
"YUNAK","EGRIKUYU","17","1,276","40","0","0","1","2","3","40","101","3","0"
"YUNAK","ESENTEPE","11","1,276","109","0","0","6","5","7","117","206","6","0"
"YUNAK","ESME","47","1,276","537","0","2","17","34","8","770","1,829","50","0"
"YUNAK","FATIH","90","1,276","524","0","2","77","226","39","845","1,733","263","0"
"YUNAK","HACIFAKILI","29","1,276","178","0","0","3","2","4","179","207","6","0"
"YUNAK","HACIOMEROGLU","26","1,276","329","0","0","14","7","4","335","390","9","0"
"YUNAK","HARUNLAR","38","1,276","201","0","0","4","7","6","205","368","11","0"
"YUNAK","HATIRLI","34","1,276","204","0","0","5","4","6","212","205","5","0"
"YUNAK","HURSUNLU","42","1,276","305","0","0","4","14","9","306","717","15","0"
"YUNAK","IMAMOGLU","20","1,276","86","0","1","2","3","3","88","187","6","0"
"YUNAK","KARATAS","94","1,276","646","0","0","31","77","14","751","1,439","87","0"
"YUNAK","KARAYAYLA","25","1,276","93","0","0","3","2","4","94","192","4","0"
"YUNAK","KARGALI","15","1,276","44","0","0","0","","2","45","57","0","0"
"YUNAK","KILLAR","38","1,276","218","0","0","6","8","11","222","450","3","0"
"YUNAK","KOCYAZI","43","1,276","586","0","0","5","24","13","593","1,079","34","0"
"YUNAK","KURTUSAGI","41","1,276","279","0","0","9","11","8","281","331","12","0"
"YUNAK","KUYUBASI","33","1,276","257","0","0","10","1","4","266","314","7","0"
"YUNAK","KUZOREN","48","1,276","680","0","0","8","19","11","689","1,855","33","0"
"YUNAK","MESELIK","17","1,276","119","0","0","2","4","3","119","133","7","0"
"YUNAK","ODABASI","44","1,276","197","0","0","6","2","6","203","423","21","0"
"YUNAK","ORTAKISLA","23","1,276","134","0","0","3","5","5","135","138","33","0"
"YUNAK","OZYAYLA","29","1,276","132","0","0","1","3","5","132","150","3","0"
"YUNAK","PIRIBEYLI","91","1,276","947","0","0","26","95","28","1,250","1,013","133","0"
"YUNAK","SARAY","56","1,276","597","0","1","47","57","21","631","1,373","95","0"
"YUNAK","SELCUK","30","1,276","591","0","0","23","7","13","775","1,734","19","0"
"YUNAK","SERTLER","14","1,276","53","0","0","1","","3","53","135","7","0"
"YUNAK","SEVINC","30","1,276","149","0","0","2","1","6","150","143","2","0"
"YUNAK","SIRAM","26","1,276","165","0","0","0","3","3","167","113","3","0"
"YUNAK","SINANLI","31","1,276","179","0","0","1","5","7","180","197","6","1"
"YUNAK","SULUKLU","41","1,276","420","0","0","23","66","17","463","802","69","0"
"YUNAK","TURGUT","44","1,276","338","0","1","11","20","17","350","676","18","0"
"YUNAK","YAVASLI","27","1,276","122","0","0","7","3","6","123","257","7","0"
"YUNAK","YENI","81","1,276","750","0","0","22","512","67","988","1,934","491","0"
"YUNAK","YESILOBA","16","1,276","66","0","0","1","7","4","66","96","14","0"
"YUNAK","YESILYAYLA","13","1,276","91","0","0","0","1","4","92","106","1","0"
"YUNAK","YIGAR","37","1,276","232","0","0","1","1","7","231","217","12","0"
