|||Sütunlar|||||
||2007|772121.0|192467.0|465307.0|0.0|1886419.0|
||2008|794340.0|188523.0|480915.0|0.0|1916982.0|
||2009|807893.0|180162.0|482843.0|0.0|1864462.0|
||2010|787168.0|176889.0|434706.0|0.0|1832022.0|
||2011|765662.0|170262.0|457980.0|2986.4|1666912.0|
||2012|855033.0|324394.0|468336.0|3172.6|1615848.0|
||2013|871207.0|246105.0|445638.0|3169.7|1538502.0|
||2014|873152.0|245066.0|440527.0|3249.6|1535910.0|
||2015|885681.0|263029.0|472693.0|2838.7|1424949.0|
||2016|886145.0|226498.0|430652.0|2873.2|1459167.0|
||2017|888443.0|211823.0|414225.0|2891.5|1507682.0|
||2018|923432.0|199224.0|418348.0|2989.4|1492999.0|
||2019|931221.0|214194.0|411487.0|2987.9|1439600.0|
||2020|947100.0|215409.0|385366.0|4341.6|1424149.0|
||2021|955606.0|203693.0|368736.0|4436.0|1425725.0|
|Çanakkale-17|2004|406340.0|242730.0|200210.0|0.0|1959650.0|
||2005|412020.0|188300.0|216870.0|0.0|2000060.0|
||2006|433128.0|95169.0|192171.0|0.0|1885274.0|
||2007|440589.0|183665.0|188184.0|0.0|1832552.0|
||2008|452818.0|183320.0|195101.0|0.0|1808390.0|
||2009|476283.0|201935.0|188272.0|0.0|1769224.0|
||2010|494799.0|204924.0|201700.0|0.0|1893986.0|
||2011|508026.0|169590.0|207112.0|0.0|1739269.0|
||2012|516760.0|165337.0|209874.0|0.0|1856884.0|
||2013|529615.0|207151.0|204382.0|0.0|1846091.0|
||2014|531957.0|219174.0|205293.0|0.0|1887306.0|
||2015|539432.0|206847.0|208621.0|0.0|1924641.0|
||2016|551116.0|190353.0|205862.0|0.0|1960148.0|
||2017|560624.0|158154.0|206272.0|0.0|1963932.0|
||2018|570560.0|149923.0|204307.0|0.0|1990742.0|
||2019|579420.0|146582.0|213454.0|0.0|1985703.0|
||2020|587586.0|135606.0|222588.0|0.0|2026282.0|
||2021|595335.0|133716.0|220890.0|0.0|2072929.0|
|Çankırı-18|2004|35980.0|642480.0|66310.0|0.0|1266760.0|
||2005|36740.0|633610.0|65380.0|0.0|1302080.0|
||2006|37300.0|645687.0|63394.0|0.0|1246264.0|
||2007|22876.0|585998.0|62186.0|0.0|1279489.0|
||2008|23030.0|603531.0|63252.0|0.0|1220776.0|
||2009|22650.0|566834.0|67969.0|0.0|1199554.0|
||2010|22738.0|612891.0|58800.0|0.0|1209464.0|
||2011|23675.0|615316.0|59383.0|0.0|1109164.0|
||2012|24599.0|689585.0|63146.0|0.0|1247690.0|
||2013|24716.0|710708.0|65017.0|0.0|1275696.0|
||2014|24840.0|725719.0|64813.0|0.0|1315682.0|
||2015|24732.0|740662.0|65640.0|0.0|1318978.0|
||2016|24701.0|756268.0|66050.0|0.0|1303163.0|
||2017|13918.0|754837.0|50132.0|0.0|1214218.0|
||2018|13353.0|762402.0|48327.0|0.0|1208223.0|
||2019|12404.0|770208.0|48687.0|0.0|1246027.0|
||2020|12918.0|726399.0|46123.0|0.0|1291015.0|
||2021|13251.0|557377.0|47420.0|0.0|1575735.0|
|Çorum-19|2004|119150.0|1217590.0|120990.0|0.0|4572180.0|
||2005|116410.0|1267660.0|112970.0|0.0|4530480.0|
||2006|115969.0|1255297.0|112250.0|0.0|4388971.0|
||2007|115525.0|1250070.0|108114.0|0.0|4300176.0|
||2008|116519.0|1303870.0|103294.0|0.0|4140200.0|
||2009|113656.0|1601304.0|85803.0|0.0|3824401.0|
||2010|110015.0|2005143.0|87285.0|0.0|3892348.0|
||2011|111690.0|1927261.0|96758.0|0.0|3700609.0|
||2012|105425.0|1968183.0|103872.0|0.0|3462273.0|
||2013|107756.0|1902203.0|82533.0|0.0|3436836.0|
||2014|104736.0|1778864.0|83958.0|0.0|3520740.0|
||2015|96444.0|1862110.0|87353.0|0.0|3480999.0|
||2016|84768.0|1621685.0|97351.0|0.0|3524715.0|
||2017|88859.0|1541801.0|110756.0|0.0|3607766.0|
||2018|91128.0|1437838.0|105207.0|0.0|3582658.0|
||2019|92565.0|1319112.0|118271.0|0.0|3765426.0|
||2020|90169.0|1284805.0|142585.0|0.0|3812929.0|
||2021|96185.0|1222354.0|170025.0|0.0|3923768.0|
|Denizli-20|2004|717110.0|75540.0|159050.0|0.0|2823860.0|
||2005|704180.0|96630.0|158870.0|0.0|2801070.0|
||2006|671511.0|96120.0|155879.0|0.0|2762522.0|
||2007|747642.0|136918.0|139613.0|0.0|2620741.0|
||2008|786005.0|111676.0|145285.0|0.0|2546132.0|
||2009|792144.0|113153.0|145782.0|0.0|2538416.0|
||2010|811301.0|121338.0|146120.0|0.0|2596671.0|
||2011|837731.0|116485.0|141822.0|108.2|2492878.0|
||2012|859584.0|156937.0|152054.0|116.6|2497910.7|
||2013|828975.0|207011.0|131479.0|116.6|2511239.0|
||2014|831633.0|166920.0|132867.0|122.3|2542812.0|
||2015|838026.0|158313.0|130922.0|116.9|2516641.0|
||2016|858065.0|195664.0|132909.0|116.9|2399987.0|
||2017|856832.0|190044.0|134921.0|116.9|2355407.0|
||2018|872385.0|186978.0|135575.0|116.9|2359457.0|
||2019|901335.0|193893.0|137943.0|116.9|2374387.0|
||2020|954455.0|197019.0|142532.0|116.9|2356089.0|
||2021|949359.0|158523.0|137654.0|123.0|2309971.0|
|Diyarbakır-21|2004|248390.0|794980.0|179980.0|0.0|6760930.0|
||2005|249850.0|729410.0|189980.0|0.0|6446580.0|
||2006|250691.0|671676.0|183538.0|0.0|6176103.0|
||2007|256015.0|406489.0|194848.0|0.0|6093480.0|
||2008|285377.0|390660.0|209769.0|0.0|5395874.0|
||2009|253727.0|266260.0|137109.0|0.0|5053435.0|
||2010|263449.0|229618.0|158860.0|0.0|5460916.0|
||2011|275917.0|215370.0|160640.0|0.0|5339176.0|
||2012|252028.0|121650.0|167414.0|0.0|5167288.0|
||2013|254999.0|120766.0|169481.0|0.0|5469928.0|
||2014|255459.0|183519.0|154741.0|0.0|5553326.0|
||2015|255223.0|165959.0|154512.0|0.0|5484753.0|
||2016|257311.0|126753.0|137945.0|0.0|5376360.0|
||2017|256172.0|89079.0|136740.0|0.0|5270477.0|
||2018|222818.0|117537.0|141100.0|0.0|5223208.0|
||2019|213731.0|121407.0|124784.0|0.0|5069181.0|
||2020|218264.0|69570.0|121702.0|0.0|5140707.0|
||2021|219522.0|82425.0|126419.0|0.0|5307776.0|
|Düzce-81|2004|651740.0|0.0|14010.0|0.0|247430.0|
||2005|627420.0|0.0|14540.0|0.0|240410.0|
||2006|628047.0|0.0|13337.0|0.0|218112.0|
||2007|625598.0|226.0|12619.0|0.0|204774.0|
||2008|628958.0|226.0|12813.0|0.0|204824.0|
||2009|628813.0|1440.0|12139.0|0.0|217829.0|
||2010|628972.0|5597.0|5014.0|0.0|80883.0|
||2011|628857.0|1521.0|5021.0|61.3|99208.0|
||2012|629284.0|221.0|5841.0|107.1|95654.0|
||2013|629319.0|52.0|7181.0|176.1|104866.0|
||2014|629001.0|0.0|8546.0|317.6|107033.0|
||2015|629063.0|0.0|7988.0|318.0|101984.0|
||2016|628973.0|0.0|8178.0|410.5|104077.0|
||2017|633568.0|0.0|8633.0|409.4|105921.0|
||2018|633824.0|0.0|8565.0|409.3|102093.0|
||2019|633971.0|0.0|7703.0|409.8|104267.0|
||2020|634761.0|0.0|7715.0|665.0|104086.0|
||2021|634590.0|0.0|7815.0|583.0|111096.0|
|Edirne-22|2004|29710.0|7360.0|116320.0|0.0|3529630.0|
||2005|27550.0|10010.0|113280.0|0.0|3611870.0|
||2006|27949.0|11410.0|113078.0|0.0|3549520.0|
||2007|31896.0|50.0|104215.0|0.0|3368376.0|
||2008|33376.0|0.0|111054.0|0.0|3359380.0|
||2009|33508.0|0.0|103919.0|0.0|3294847.0|
||2010|34470.0|1108.0|93275.0|0.0|3487679.0|
||2011|35716.0|1446.0|84218.0|3050.0|3157336.0|
||2012|45740.0|1546.0|85068.0|2500.0|2888491.0|
||2013|57834.0|2731.0|77747.0|2500.0|2770730.0|
||2014|57655.0|6541.0|68195.0|2500.0|3003189.0|
||2015|58366.0|6690.0|67731.0|2500.0|3009207.0|
||2016|58909.0|6454.0|57538.0|2500.0|3074252.0|
||2017|44016.0|6548.0|57444.0|2500.0|3030472.0|
||2018|43923.0|6338.0|57303.0|2500.0|3031284.0|
||2019|42816.0|5886.0|55760.0|2500.0|3006012.0|
||2020|43509.0|6800.0|50184.0|2500.0|3005978.0|
||2021|46229.0|5876.0|44032.0|2500.0|3208247.0|
|Elazığ-23|2004|188970.0|530300.0|52490.0|0.0|1142070.0|
||2005|194570.0|525550.0|51300.0|0.0|1128800.0|
||2006|204818.0|452000.0|50135.0|0.0|1373915.0|
||2007|229092.0|415625.0|47412.0|0.0|1222354.0|
||2008|276461.0|431850.0|44410.0|0.0|1153262.0|
||2009|231424.0|42905.0|43527.0|0.0|1060218.0|
||2010|244655.0|269515.0|48972.0|0.0|1056111.0|
||2011|232151.0|172537.0|57187.0|58.6|1045531.0|
||2012|233889.0|189910.0|59449.0|58.6|1093212.0|
||2013|238254.0|242031.0|61281.0|138.0|1031029.0|
||2014|244182.0|199957.0|58811.0|138.3|1065710.0|
||2015|256083.0|248992.0|59806.0|138.3|1026609.0|
||2016|263586.0|377384.0|64052.0|185.7|1039202.0|
||2017|266518.0|375846.0|68088.0|155.7|1049521.0|
||2018|278300.0|452814.0|69088.0|121.0|1065498.0|
||2019|279395.0|405769.0|71614.0|154.5|1094279.0|
||2020|287440.0|391656.0|73850.0|152.0|1114307.0|
||2021|290987.0|398301.0|73721.0|152.0|1144590.0|
|Erzincan-24|2004|34300.0|436500.0|42710.0|0.0|1195550.0|
||2005|34760.0|421500.0|39930.0|0.0|1219490.0|
||2006|34620.0|432500.0|53368.0|0.0|1180979.0|
||2007|34971.0|435170.0|34742.0|0.0|1158282.0|
||2008|35047.0|443765.0|34006.0|0.0|1135000.0|
||2009|34555.0|445000.0|33743.0|0.0|1118548.0|
||2010|34712.0|405750.0|30327.0|0.0|982080.0|
||2011|35739.0|246870.0|32817.0|0.0|986930.0|
||2012|35330.0|265811.0|34205.0|0.0|1009685.0|
||2013|35718.0|260751.0|34114.0|0.0|987657.0|
||2014|35415.0|255352.0|35074.0|0.0|951199.0|
||2015|35295.0|297215.0|34826.0|0.0|987514.0|
||2016|33834.0|308036.0|34521.0|0.0|936920.0|
||2017|33398.0|286500.0|29169.0|0.0|889996.0|
||2018|34515.0|295175.0|29039.0|0.0|872698.0|
||2019|36657.0|292756.0|31040.0|0.0|898534.0|
||2020|37745.0|283040.0|31733.0|0.0|903590.0|
||2021|38633.0|293400.0|31579.0|0.0|1022071.0|
|Erzurum-25|2004|18770.0|811710.0|16310.0|0.0|2957390.0|
||2005|18210.0|823850.0|16730.0|0.0|2948320.0|
||2006|18166.0|951838.0|16806.0|0.0|2786188.0|
||2007|16525.0|847282.0|12802.0|0.0|2448471.0|
||2008|16876.0|1336137.0|12625.0|0.0|2768957.0|
||2009|17563.0|1127800.0|13832.0|0.0|2433839.0|
||2010|16091.0|1118895.0|8169.0|0.0|2315103.0|
||2011|16034.0|995341.0|8075.0|1.0|2495971.0|
||2012|16305.0|1083822.0|9593.0|0.5|2697060.0|
||2013|15676.0|1008485.0|9591.0|2.0|2553074.0|
||2014|16024.0|1086739.0|8849.0|2.0|2477241.0|
||2015|15963.0|1051784.0|8764.0|16.9|2400641.0|
||2016|17697.0|1070891.0|9588.0|16.9|2368873.0|
||2017|17336.0|1000415.0|9407.0|16.9|2381944.0|
||2018|16272.0|993793.0|9630.0|16.9|2383493.0|
||2019|17120.0|1043336.0|9972.0|16.9|2402060.0|
||2020|19051.0|926601.0|10595.0|16.9|2514137.0|
||2021|19528.0|964320.0|10936.0|16.9|2470827.0|
|Eskişehir-26|2004|34400.0|1761180.0|81620.0|0.0|3762590.0|
||2005|38360.0|1765690.0|78140.0|0.0|3746570.0|
||2006|37820.0|1674383.0|102655.0|0.0|3784533.0|
||2007|37375.0|1667698.0|86179.0|0.0|3672830.0|
||2008|37225.0|1670375.0|89553.0|0.0|3628726.0|
||2009|42476.0|1689359.0|80403.0|0.0|3317459.0|
||2010|43275.0|1093667.0|89757.0|0.0|3356747.0|
||2011|39070.0|1455961.0|96884.0|41.2|3309626.0|
||2012|39422.0|1346861.0|102136.0|33.5|3257697.0|
||2013|44363.0|1848555.0|96339.0|40.5|3782065.0|
||2014|40829.0|2100708.0|100227.0|48.5|3613271.0|
||2015|39438.0|2162518.0|101182.0|33.9|3593550.0|
||2016|42124.0|2013798.0|110620.0|33.9|3579652.0|
||2017|42787.0|1977593.0|104455.0|54.2|3500880.0|
||2018|42187.0|1765347.0|98359.0|54.2|3578060.0|
||2019|44856.0|1533156.0|102232.0|384.7|3869235.0|
||2020|43560.0|1521148.0|116851.0|53.3|3903996.0|
||2021|41652.0|1425901.0|122494.0|30.8|3970177.0|
|Gaziantep-27|2004|1549490.0|130630.0|91170.0|0.0|1995350.0|
||2005|1547710.0|136100.0|84790.0|0.0|1929230.0|
||2006|1600936.0|128957.0|80237.0|0.0|1811220.0|
||2007|1497306.0|111100.0|84642.0|0.0|1814112.0|
||2008|1534884.0|105829.0|75185.0|0.0|1527920.0|
||2009|1452225.0|106633.0|63084.0|0.0|1481459.0|
||2010|1483606.0|70193.0|61509.0|0.0|1473291.0|
||2011|1505744.0|69540.0|57117.0|0.0|1463873.0|
||2012|2034032.0|31922.0|89860.0|0.0|1514252.0|
||2013|2009223.0|34499.0|85452.0|0.0|1488035.0|
||2014|2003151.0|38516.0|87874.0|0.0|1486340.0|
||2015|2007844.0|26499.0|86404.0|0.0|1467777.0|
||2016|2041948.0|22428.0|89573.0|0.0|1384598.0|
||2017|2079944.0|9820.0|97753.0|0.0|1327102.0|
||2018|2106013.0|7810.0|98716.0|0.0|1246598.0|
||2019|2133658.0|7810.0|101268.0|0.0|1211359.0|
||2020|2164787.0|7612.0|119033.0|0.0|1197278.0|
||2021|2184812.0|9612.0|121313.0|0.0|1155500.0|
|Giresun-28|2004|1109100.0|112910.0|40470.0|0.0|452590.0|
||2005|1122680.0|112910.0|36480.0|0.0|365460.0|
||2006|1134462.0|112910.0|36345.0|0.0|359944.0|
||2007|1059044.0|65870.0|29429.0|0.0|312891.0|
||2008|1060653.0|65870.0|29719.0|0.0|322581.0|
||2009|1062792.0|65870.0|29608.0|0.0|321557.0|
||2010|1210615.0|64370.0|21275.0|0.0|295689.0|
||2011|1210799.0|138726.0|20088.0|0.0|285417.0|
||2012|1252738.0|133592.0|23830.0|1.2|272179.0|
||2013|1211372.0|140007.0|23803.0|1.2|275872.0|
||2014|1200458.0|137616.0|27394.0|1.3|251874.0|
||2015|1198005.0|146451.0|27020.0|1.4|239334.0|
||2016|1197678.0|145303.0|27343.0|1.4|234539.0|
||2017|1197905.0|132090.0|26694.0|1.4|226995.0|
||2018|1193735.0|126567.0|26610.0|1.4|217351.0|
||2019|1197417.0|7009.0|26307.0|1.5|188024.0|
||2020|1197752.0|135534.0|26227.0|1.6|181630.0|
||2021|1196598.0|133774.0|27507.0|2.2|179482.0|
|Gümüşhane-29|2004|13440.0|248980.0|8640.0|0.0|681650.0|
||2005|13580.0|219510.0|8500.0|0.0|654310.0|
||2006|14369.0|160726.0|8414.0|0.0|557796.0|
||2007|13578.0|205179.0|8340.0|0.0|505466.0|
||2008|13536.0|206370.0|8344.0|0.0|479296.0|
||2009|11541.0|199774.0|8491.0|0.0|473589.0|
||2010|15690.0|263302.0|7930.0|0.0|468746.0|
||2011|15302.0|278547.0|6759.0|0.0|481305.0|
||2012|15526.0|292640.0|6820.0|0.0|476822.0|
||2013|15962.0|179661.0|6279.0|0.0|455769.0|
||2014|16233.0|190142.0|7020.0|0.0|455400.0|
||2015|16137.0|213832.0|6896.0|0.0|449449.0|
||2016|16789.0|212858.0|8313.0|0.0|430106.0|
||2017|18892.0|358105.0|8289.0|0.0|428250.0|
||2018|19985.0|371634.0|8938.0|0.0|428548.0|
||2019|21788.0|384905.0|8634.0|0.0|432621.0|
||2020|23108.0|322123.0|5737.0|0.0|497025.0|
||2021|23427.0|365094.0|6212.0|0.0|496944.0|
|Hakkari-30|2004|11250.0|16930.0|23720.0|0.0|392560.0|
||2005|16640.0|30120.0|19800.0|0.0|367750.0|
||2006|18623.0|20120.0|21562.0|0.0|346597.0|
||2007|30812.0|19000.0|19937.0|0.0|395370.0|
||2008|34383.0|19500.0|20468.0|0.0|397202.0|
||2009|37212.0|19000.0|18659.0|0.0|349944.0|
||2010|37237.0|18500.0|12518.0|0.0|324235.0|
||2011|37850.0|19000.0|13624.0|0.0|285622.0|
||2012|38556.0|19000.0|15447.0|0.0|321993.0|
||2013|38988.0|24503.0|15586.0|0.0|254372.0|
||2014|32702.0|26758.0|15225.0|0.0|263622.0|
||2015|31546.0|15591.0|14865.0|0.0|273161.0|
||2016|31542.0|20388.0|14229.0|0.0|288127.0|
||2017|26249.0|12000.0|17706.0|0.0|354527.0|
||2018|44387.0|8750.0|17718.0|0.0|337120.0|
||2019|53502.0|6600.0|22680.0|0.0|348614.0|
||2020|41722.0|38.0|15597.0|0.0|373455.0|
||2021|36858.0|30.0|13796.0|0.0|393754.0|
|Hatay-31|2004|672050.0|3000.0|412240.0|0.0|1796290.0|
||2005|700050.0|3000.0|406500.0|0.0|1781260.0|
||2006|715769.0|2500.0|400438.0|0.0|1764601.0|
||2007|730332.0|3050.0|365052.0|0.0|1543282.0|
||2008|739476.0|0.0|368555.0|0.0|1562822.0|
||2009|767091.0|0.0|365504.0|0.0|1511587.0|
||2010|782787.0|0.0|366105.0|0.0|1582253.0|
||2011|807185.0|46262.0|366407.0|146.7|1371420.0|
||2012|824777.0|67517.0|348468.0|153.7|1309622.2|
||2013|843787.0|2167.0|329052.0|141.2|1375134.0|
||2014|828678.0|27202.0|311117.0|92.4|1337813.0|
||2015|847560.0|9861.0|289936.0|31.9|1271770.0|
||2016|862585.0|10760.0|286641.0|29.9|1274823.0|
||2017|875875.0|2724.0|267202.0|31.9|1220310.0|
||2018|904551.0|18396.0|253573.0|29.9|1109000.0|
||2019|929829.0|4950.0|231213.0|30.2|1051974.0|
||2020|961398.0|5234.0|251228.0|150.2|1050338.0|
||2021|993242.0|56006.0|229763.0|152.4|1086905.0|
|Iğdır-76|2004|20830.0|197470.0|31140.0|0.0|515870.0|
||2005|20660.0|183020.0|30350.0|0.0|539240.0|
||2006|29171.0|182521.0|30513.0|0.0|533819.0|
||2007|29344.0|199654.0|26924.0|0.0|505839.0|
||2008|23373.0|175442.0|27532.0|0.0|544203.0|
||2009|24458.0|181442.0|26126.0|0.0|557842.0|
||2010|36264.0|236922.0|26360.0|0.0|501596.0|
||2011|37218.0|145650.0|34158.0|0.0|477884.0|
||2012|42735.0|65200.0|41297.0|0.0|488488.0|
||2013|43184.0|115687.0|47760.0|0.0|483508.0|
||2014|44628.0|118437.0|53175.0|0.0|499334.0|
||2015|52596.0|38378.0|51706.0|0.0|564437.0|
||2016|53244.0|40994.0|57902.0|0.0|534427.0|
||2017|58183.0|204769.0|34079.0|0.0|750255.0|
||2018|59201.0|209139.0|33131.0|0.0|727868.0|
||2019|59171.0|217891.0|34673.0|0.0|658773.0|
||2020|58768.0|233966.0|35868.0|0.0|643757.0|
||2021|62107.0|214750.0|33461.0|0.0|740354.0|
|Isparta-32|2004|317130.0|209540.0|55870.0|0.0|1289440.0|
||2005|318640.0|220040.0|54990.0|0.0|1272630.0|
||2006|315870.0|235155.0|54219.0|0.0|1182555.0|
||2007|322652.0|253047.0|50390.0|0.0|1135242.0|
||2008|330203.0|312039.0|48723.0|0.0|1123487.0|
||2009|360304.0|349747.0|50745.0|0.0|1227762.0|
||2010|368656.0|351215.0|51281.0|0.0|1286669.0|
||2011|371902.0|366534.0|51280.0|432.7|1283444.0|
||2012|384575.0|373153.0|54064.0|454.3|1257978.0|
||2013|389787.0|399452.0|51763.0|485.5|1270832.0|
||2014|397854.0|283711.0|52793.0|508.5|1349798.0|
||2015|407725.0|261502.0|55472.0|531.0|1360898.0|
||2016|413003.0|263214.0|54964.0|552.0|1321407.0|
||2017|413358.0|263352.0|58613.0|633.0|1226327.0|
||2018|415741.0|321618.0|56003.0|646.0|1231738.0|
||2019|409517.0|261289.0|53756.0|769.0|1160630.0|
||2020|418872.0|276034.0|54411.0|868.0|1210134.0|
||2021|395368.0|296291.0|42358.0|1792.8|1203751.0|
|İstanbul-34|2004|24990.0|0.0|54910.0|0.0|756780.0|
||2005|24460.0|0.0|49280.0|0.0|798300.0|
||2006|25083.0|0.0|40515.0|0.0|720062.0|
||2007|24830.0|0.0|38287.0|0.0|681360.0|
||2008|24825.0|0.0|38310.0|0.0|683912.0|
||2009|28302.0|0.0|40254.0|0.0|632441.0|
||2010|28075.0|1080.0|38670.0|0.0|639905.0|
||2011|26994.0|2182.0|35438.0|686.1|681754.0|
||2012|27130.0|4976.0|37111.0|594.6|646513.0|
||2013|27074.0|1803.0|36195.0|496.0|643418.0|
||2014|26634.0|1705.0|34101.0|527.4|655986.0|
||2015|27096.0|1666.0|30791.0|339.1|655530.0|
||2016|27136.0|1624.0|29647.0|514.8|670835.0|
||2017|27141.0|1563.0|29575.0|514.8|662380.0|
||2018|27272.0|1563.0|29371.0|505.4|664618.0|
||2019|27467.0|1563.0|29471.0|531.4|659472.0|
||2020|27437.0|6105.0|28698.0|508.5|677892.0|
||2021|27609.0|6229.0|28349.0|488.1|687349.0|
|İzmir-35|2004|1354510.0|32900.0|450920.0|0.0|1676070.0|
||2005|1382980.0|32180.0|462030.0|0.0|1704810.0|
||2006|1329945.0|29795.0|434757.0|0.0|1744829.0|
||2007|1395221.0|30085.0|396133.0|0.0|1618971.0|
||2008|1391321.0|43730.0|418628.0|0.0|1608044.0|
||2009|1404488.0|44320.0|415370.0|0.0|1611179.0|
